leaf_ID,site,species,group,Func_feed_group,damage_type,herbivory_index
854,13,N. forsteri,N,margin feeding,DT12,0.03
854,13,N. forsteri,N,surface feeding,DT30,0.01
855,13,N. forsteri,N,margin feeding,DT12,0.09
855,13,N. forsteri,N,hole feeding,DT01,0.01
856,13,N. forsteri,N,margin feeding,DT14,0.2
856,13,N. forsteri,N,mining,DT35,0.01
856,13,N. forsteri,N,piercing and sucking,DT46,0.001
857,13,N. forsteri,N,surface feeding,DT30,0.001
857,13,N. forsteri,N,hole feeding,DT01,0.01
857,13,N. forsteri,N,galling,DT32,0.01
858,13,N. forsteri,N,margin feeding,DT12,0.18
858,13,N. forsteri,N,hole feeding,DT01,0.02
858,13,N. forsteri,N,fungal ,MDT02,0.06
858,13,N. forsteri,N,galling,DT32,0.01
859,13,N. forsteri,N,margin feeding,DT12,0.001
859,13,N. forsteri,N,galling,DT32,0.01
859,13,N. forsteri,N,fungal ,MDT02,0.05
860,13,N. forsteri,N,hole feeding,DT01,0.01
860,13,N. forsteri,N,surface feeding,DT29,0.02
860,13,N. forsteri,N,galling,DT32,0.001
861,13,N. forsteri,N,margin feeding,DT12,0.04
861,13,N. forsteri,N,hole feeding,DT01,0.01
861,13,N. forsteri,N,surface feeding,DT30,0.01
862,13,N. forsteri,N,galling,DT32,0.02
862,13,N. forsteri,N,margin feeding,DT13,0.18
863,13,N. forsteri,N,margin feeding,DT12,0.02
863,13,N. forsteri,N,fungal ,MDT02,0.09
863,13,N. forsteri,N,surface feeding,DT29,0.01
864,13,N. forsteri,N,fungal ,MDT02,0.05
865,13,N. forsteri,N,margin feeding,DT13,0.23
865,13,N. forsteri,N,hole feeding,DT02,0.02
866,13,N. forsteri,N,galling,DT32,0.02
866,13,N. forsteri,N,mining,DT36,0.001
867,13,N. forsteri,N,margin feeding,DT13,0.1
867,13,N. forsteri,N,hole feeding,DT01,0.02
867,13,N. forsteri,N,galling,DT32,0.01
868,13,N. forsteri,N,margin feeding,DT12,0.06
868,13,N. forsteri,N,hole feeding,DT02,0.02
868,13,N. forsteri,N,piercing and sucking,DT46,0.001
869,13,N. forsteri,N,hole feeding,DT01,0.01
870,13,N. forsteri,N,surface feeding,DT30,0.01
871,13,N. forsteri,N,hole feeding,DT12,0.01
871,13,N. forsteri,N,hole feeding,DT01,0.03
872,13,N. forsteri,N,hole feeding,DT01,0.01
872,13,N. forsteri,N,margin feeding,DT12,0.04
872,13,N. forsteri,N,surface feeding,DT29,0.02
873,13,N. forsteri,N,piercing and sucking,DT46,0.01
873,13,N. forsteri,N,hole feeding,DT01,0.01
873,13,N. forsteri,N,margin feeding,DT12,0.02
873,13,N. forsteri,N,surface feeding,DT29,0.001
874,13,N. forsteri,N,surface feeding,DT29,0.001
875,13,N. forsteri,N,margin feeding,DT13,0.11
875,13,N. forsteri,N,skeletonization,DT16,0.01
876,13,N. forsteri,N,surface feeding,DT29,0.01
876,13,N. forsteri,N,margin feeding,DT12,0.03
877,13,N. forsteri,N,surface feeding,DT29,0.001
878,13,N. forsteri,N,margin feeding,DT12,0.02
878,13,N. forsteri,N,fungal ,MDT02,0.05
878,13,N. forsteri,N,surface feeding,DT29,0.01
879,13,N. forsteri,N,margin feeding,DT13,0.33
879,13,N. forsteri,N,surface feeding,DT29,0.01
879,13,N. forsteri,N,hole feeding,DT01,0.001
880,13,N. forsteri,N,surface feeding,DT29,0.01
880,13,N. forsteri,N,margin feeding,DT12,0.02
881,13,N. forsteri,N,margin feeding,DT13,0.04
882,13,N. forsteri,N,margin feeding,DT12,0.08
882,13,N. forsteri,N,galling,DT32,0.001
882,13,N. forsteri,N,fungal ,MDT02,0.04
883,13,N. forsteri,N,fungal ,MDT02,0.16
883,13,N. forsteri,N,surface feeding,DT29,0.01
884,13,N. forsteri,N,galling,DT32,0.01
884,13,N. forsteri,N,margin feeding,DT12,0.01
884,13,N. forsteri,N,surface feeding,DT29,0.01
885,13,N. forsteri,N,margin feeding,DT13,0.12
885,13,N. forsteri,N,fungal ,MDT02,0.08
885,13,N. forsteri,N,galling,DT32,0.01
886,13,N. forsteri,N,margin feeding,DT12,0.01
886,13,N. forsteri,N,skeletonization,DT16,0.025
887,13,N. forsteri,N,hole feeding,DT01,0.01
887,13,N. forsteri,N,piercing and sucking,DT46,0.01
887,13,N. forsteri,N,surface feeding,DT29,0.001
887,13,N. forsteri,N,galling,DT32,0.01
888,13,N. forsteri,N,margin feeding,DT12,0.07
888,13,N. forsteri,N,skeletonization,DT16,0.02
888,13,N. forsteri,N,galling,DT32,0.01
889,13,N. forsteri,N,surface feeding,DT29,0.02
889,13,N. forsteri,N,margin feeding,DT12,0.11
890,13,N. forsteri,N,margin feeding,DT13,0.03
890,13,N. forsteri,N,fungal ,MDT02,0.04
891,13,N. forsteri,N,skeletonization,DT16,0.02
891,13,N. forsteri,N,margin feeding,DT12,0.03
891,13,N. forsteri,N,hole feeding,DT01,0.01
891,13,N. forsteri,N,galling,DT32,0.02
892,13,N. forsteri,N,fungal ,MDT02,0.03
892,13,N. forsteri,N,margin feeding,DT12,0.02
892,13,N. forsteri,N,surface feeding,DT29,0.01
893,13,N. forsteri,N,margin feeding,DT15,0.04
893,13,N. forsteri,N,fungal ,MDT02,0.03
893,13,N. forsteri,N,galling,DT32,0.001
894,13,N. forsteri,N,margin feeding,DT13,0.14
895,13,N. forsteri,N,margin feeding,DT12,0.03
896,13,N. forsteri,N,margin feeding,DT12,0.04
896,13,N. forsteri,N,galling,DT32,0.001
897,13,N. forsteri,N,hole feeding,DT01,0.015
897,13,N. forsteri,N,surface feeding,DT29,0.01
897,13,N. forsteri,N,margin feeding,DT13,0.13
898,13,N. forsteri,N,hole feeding,DT01,0.01
989,13,N. forsteri,N,margin feeding,DT12,0.02
899,13,N. forsteri,N,margin feeding,DT13,0.13
899,13,N. forsteri,N,galling,DT32,0.01
900,13,N. forsteri,N,margin feeding,DT13,0.45
900,13,N. forsteri,N,surface feeding,DT29,0.001
901,19,S. malaccense,R,galling,DT52,0.06
901,19,S. malaccense,R,fungal ,MDT01,0.1
902,19,S. malaccense,R,galling,DT52,0.05
902,19,S. malaccense,R,fungal ,MDT01,0.09
903,19,S. malaccense,R,galling,DT52,0.04
903,19,S. malaccense,R,surface feeding,DT30,0.01
903,19,S. malaccense,R,hole feeding,DT05,0.07
904,19,S. malaccense,R,fungal ,MDT01,0.8
905,19,S. malaccense,R,fungal ,MDT01,0.72
906,19,S. malaccense,R,fungal ,MDT01,0.2
906,19,S. malaccense,R,hole feeding,DT01,0.01
906,19,S. malaccense,R,galling,DT34,0.01
907,19,S. malaccense,R,fungal ,MDT01,0.56
907,19,S. malaccense,R,surface feeding,DT29,0.01
908,19,S. malaccense,R,hole feeding,DT02,0.02
908,19,S. malaccense,R,mining,DT36,0.31
908,19,S. malaccense,R,fungal ,MDT01,0.12
909,19,S. malaccense,R,fungal ,MDT01,0.15
910,19,S. malaccense,R,galling,DT52,0.12
910,19,S. malaccense,R,hole feeding,DT01,0.01
911,19,S. malaccense,R,hole feeding,DT02,0.02
911,19,S. malaccense,R,margin feeding,DT13,0.8
911,19,S. malaccense,R,fungal ,MDT01,0.16
912,19,S. malaccense,R,fungal ,MDT01 ,0.7
912,19,S. malaccense,R,hole feeding,DT01,0.01
913,19,S. malaccense,R,margin feeding,DT13,0.17
913,19,S. malaccense,R,hole feeding,DT02,0.02
913,19,S. malaccense,R,fungal ,MDT01,0.08
914,19,S. malaccense,R,galling,DT52,0.02
914,19,S. malaccense,R,fungal ,MDT01,0.67
914,19,S. malaccense,R,mining,DT36,0.03
915,19,S. malaccense,R,galling,DT52,0.02
915,19,S. malaccense,R,fungal ,MDT01,0.66
916,19,S. malaccense,R,fungal ,MDT01,0.04
916,19,S. malaccense,R,hole feeding,DT03,0.02
917,19,S. malaccense,R,galling,DT52,0.2
917,19,S. malaccense,R,margin feeding,DT13,0.04
918,19,S. malaccense,R,surface feeding,DT30,0.02
918,19,S. malaccense,R,mining,DT36,0.025
918,19,S. malaccense,R,margin feeding,DT15,0.03
918,19,S. malaccense,R,fungal ,MDT01,0.16
919,19,S. malaccense,R,fungal ,MDT01,0.71
920,19,S. malaccense,R,fungal ,MDT01,0.26
921,19,S. malaccense,R,hole feeding,DT02,0.01
921,19,S. malaccense,R,margin feeding,DT13,0.06
921,19,S. malaccense,R,galling,DT32,0.01
921,19,S. malaccense,R,margin feeding,DT81,0.05
921,19,S. malaccense,R,fungal ,MDT01,0.04
922,19,S. malaccense,R,fungal ,MDT01,0.76
922,19,S. malaccense,R,galling,DT32,0.02
923,19,S. malaccense,R,galling,DT52,0.08
923,19,S. malaccense,R,fungal ,MDT01,0.15
924,19,S. malaccense,R,fungal ,MDT01,0.8
924,19,S. malaccense,R,galling,DT52,0.085
925,19,S. malaccense,R,fungal ,MDT01,0.36
926,19,S. malaccense,R,surface feeding,DT29,0.03
926,19,S. malaccense,R,hole feeding,DT03,0.015
926,19,S. malaccense,R,fungal ,MDT01,0.11
927,19,S. malaccense,R,galling,DT32,0.03
927,19,S. malaccense,R,hole feeding,DT01,0.001
928,19,S. malaccense,R,hole feeding,DT01,0.01
928,19,S. malaccense,R,fungal ,MDT01,0.62
929,19,S. malaccense,R,galling,DT32,0.02
929,19,S. malaccense,R,fungal ,MDT01,0.43
930,19,S. malaccense,R,fungal ,MDT01,0.03
930,19,S. malaccense,R,mining,DT36,0.04
931,19,S. malaccense,R,fungal ,MDT01,0.37
931,19,S. malaccense,R,hole feeding,DT01,0.02
932,19,S. malaccense,R,fungal ,MDT01,0.4
932,19,S. malaccense,R,galling,DT52,0.02
933,19,S. malaccense,R,galling,DT52,0.04
933,19,S. malaccense,R,hole feeding,DT64,0.015
933,19,S. malaccense,R,fungal ,MDT01,0.12
933,19,S. malaccense,R,margin feeding,DT12,0.03
934,19,S. malaccense,R,surface feeding,DT29,0.02
934,19,S. malaccense,R,margin feeding,DT12,0.02
934,19,S. malaccense,R,galling,DT32,0.01
934,19,S. malaccense,R,fungal ,MDT01,0.43
934,19,S. malaccense,R,hole feeding,DT01,0.015
935,19,S. malaccense,R,hole feeding,DT05,0.03
935,19,S. malaccense,R,fungal ,MDT01,0.06
935,19,S. malaccense,R,hole feeding,DT01,0.01
936,19,S. malaccense,R,fungal ,MDT01,0.23
936,19,S. malaccense,R,margin feeding,DT12,0.07
936,19,S. malaccense,R,hole feeding,DT03,0.01
937,19,S. malaccense,R,fungal ,MDT01,0.01
938,19,S. malaccense,R,galling,DT52,0.26
938,19,S. malaccense,R,skeletonization,DT20,0.04
939,19,S. malaccense,R,fungal ,MDT01,0.82
940,19,S. malaccense,R,fungal ,MDT01,0.2
940,19,S. malaccense,R,galling,DT52,0.03
940,19,S. malaccense,R,hole feeding,DT01,0.02
941,19,S. malaccense,R,galling,DT52,0.04
941,19,S. malaccense,R,fungal ,MDT01,0.01
941,19,S. malaccense,R,hole feeding,DT01,0.015
941,19,S. malaccense,R,margin feeding,DT12,0.01
942,19,S. malaccense,R,galling,DT52,0.03
942,19,S. malaccense,R,surface feeding,DT29,0.01
942,19,S. malaccense,R,fungal ,MDT01,0.35
942,19,S. malaccense,R,margin feeding,DT12,0.04
943,19,S. malaccense,R,margin feeding,DT13,0.018
943,19,S. malaccense,R,hole feeding,DT03,0.02
943,19,S. malaccense,R,fungal ,MDT01,0.26
944,19,S. malaccense,R,fungal ,MDT01,0.17
944,19,S. malaccense,R,margin feeding,DT12,0.03
945,19,S. malaccense,R,hole feeding,DT03,0.04
945,19,S. malaccense,R,fungal ,MDT01,0.19
945,19,S. malaccense,R,margin feeding,DT12,0.03
945,19,S. malaccense,R,surface feeding,DT30,0.01
946,19,S. malaccense,R,hole feeding,DT05,0.04
946,19,S. malaccense,R,fungal ,MDT01,0.13
947,19,S. malaccense,R,galling,DT32,0.02
948,19,S. malaccense,R,fungal ,MDT01,0.3
948,19,S. malaccense,R,margin feeding,DT13,0.08
948,19,S. malaccense,R,hole feeding,DT01,0.02
949,19,S. malaccense,R,fungal ,MDT01,0.08
949,19,S. malaccense,R,galling,DT52,0.12
950,19,S. malaccense,R,galling,DT52,0.1
950,19,S. malaccense,R,surface feeding,DT29,0.02
951,18,N. forsteri,N,margin feeding,DT12,0.02
951,18,N. forsteri,N,fungal ,MDT02,0.11
952,18,N. forsteri,N,hole feeding,DT01,0.01
952,18,N. forsteri,N,surface feeding,DT30,0.01
952,18,N. forsteri,N,fungal ,MDT02,0.06
953,18,N. forsteri,N,fungal ,MDT02,0.1
954,18,N. forsteri,N,surface feeding,DT30,0.01
955,18,N. forsteri,N,piercing and sucking,DT46,0.01
955,18,N. forsteri,N,surface feeding,DT29,0.015
955,18,N. forsteri,N,margin feeding,DT12,0.06
956,18,N. forsteri,N,margin feeding,DT12,0.03
956,18,N. forsteri,N,mining,DT45,0.05
956,18,N. forsteri,N,hole feeding,DT01,0.01
957,18,N. forsteri,N,galling,DT32,0.01
957,18,N. forsteri,N,margin feeding,DT13,0.07
957,18,N. forsteri,N,surface feeding,DT29,0.01
958,18,N. forsteri,N,galling,DT32,0.01
958,18,N. forsteri,N,margin feeding,DT12,0.03
958,18,N. forsteri,N,fungal ,MDT02,0.06
959,18,N. forsteri,N,surface feeding,DT29,0.03
959,18,N. forsteri,N,hole feeding,DT01,0.08
959,18,N. forsteri,N,margin feeding,DT12,0.02
960,18,N. forsteri,N,surface feeding,DT29,0.01
961,18,N. forsteri,N,margin feeding,DT12,0.05
961,18,N. forsteri,N,surface feeding,DT29,0.02
962,18,N. forsteri,N,margin feeding,DT12,0.025
962,18,N. forsteri,N,surface feeding,DT29,0.02
963,18,N. forsteri,N,margin feeding,DT12,0.07
963,18,N. forsteri,N,hole feeding,DT01,0.015
964,18,N. forsteri,N,margin feeding,DT12,0.03
964,18,N. forsteri,N,hole feeding,DT01,0.01
965,18,N. forsteri,N,galling,DT32,0.01
965,18,N. forsteri,N,fungal ,MDT02,0.1
966,18,N. forsteri,N,margin feeding,DT12,0.045
966,18,N. forsteri,N,hole feeding,DT01,0.02
966,18,N. forsteri,N,fungal ,MDT02,0.1
967,18,N. forsteri,N,fungal ,MDT02,0.04
967,18,N. forsteri,N,piercing and sucking,DT46,0.01
968,18,N. forsteri,N,surface feeding,DT29,0.03
968,18,N. forsteri,N,hole feeding,DT03,0.02
969,18,N. forsteri,N,margin feeding,DT12,0.04
969,18,N. forsteri,N,hole feeding,DT01,0.02
969,18,N. forsteri,N,fungal ,MDT02,0.32
969,18,N. forsteri,N,surface feeding,DT29,0.015
970,18,N. forsteri,N,surface feeding,DT29,0.02
970,18,N. forsteri,N,hole feeding,DT01,0.01
971,18,N. forsteri,N,margin feeding,DT12,0.01
972,18,N. forsteri,N,surface feeding,DT29,0.07
972,18,N. forsteri,N,hole feeding,DT01,0.01
972,18,N. forsteri,N,hole feeding,DT02,0.04
972,18,N. forsteri,N,margin feeding,DT12,0.02
973,18,N. forsteri,N,margin feeding,DT13,0.31
973,18,N. forsteri,N,surface feeding,DT29,0.01
974,18,N. forsteri,N,hole feeding,DT01,0.03
974,18,N. forsteri,N,margin feeding,DT12,0.015
974,18,N. forsteri,N,galling,DT32,0.01
975,18,N. forsteri,N,hole feeding,DT01,0.02
975,18,N. forsteri,N,surface feeding,DT29,0.02
975,18,N. forsteri,N,margin feeding,DT12,0.04
976,18,N. forsteri,N,fungal ,MDT02,0.15
976,18,N. forsteri,N,surface feeding,DT29,0.01
976,18,N. forsteri,N,galling,DT32,0.01
976,18,N. forsteri,N,hole feeding,DT01,0.02
977,18,N. forsteri,N,margin feeding,DT12,0.07
977,18,N. forsteri,N,surface feeding,DT29,0.01
978,18,N. forsteri,N,hole feeding,DT01,0.01
979,18,N. forsteri,N,margin feeding,DT12,0.02
979,18,N. forsteri,N,fungal ,MDT02,0.05
979,18,N. forsteri,N,surface feeding,DT29,0.01
980,18,N. forsteri,N,hole feeding,DT01,0.025
980,18,N. forsteri,N,surface feeding,DT30,0.02
981,18,N. forsteri,N,fungal ,MDT01,0.03
981,18,N. forsteri,N,hole feeding,DT01,0.01
982,18,N. forsteri,N,hole feeding,DT01,0.02
983,18,N. forsteri,N,margin feeding,DT14,0.32
983,18,N. forsteri,N,surface feeding,DT29,0.02
984,18,N. forsteri,N,NA,NA,0
985,18,N. forsteri,N,galling,DT32,0.03
986,18,N. forsteri,N,surface feeding,DT29,0.02
986,18,N. forsteri,N,margin feeding,DT12,0.02
986,18,N. forsteri,N,fungal ,MDT02,0.05
987,18,N. forsteri,N,margin feeding,DT13,0.12
987,18,N. forsteri,N,surface feeding,DT29,0.02
988,18,N. forsteri,N,surface feeding,DT29,0.03
988,18,N. forsteri,N,margin feeding,DT12,0.01
988,18,N. forsteri,N,fungal ,MDT02,0.07
989,18,N. forsteri,N,margin feeding,DT81,0.13
989,18,N. forsteri,N,margin feeding,DT12,0.04
989,18,N. forsteri,N,surface feeding,DT29,0.02
989,18,N. forsteri,N,mining,DT41,0.01
990,18,N. forsteri,N,margin feeding,DT12,0.04
990,18,N. forsteri,N,surface feeding,DT29,0.02
990,18,N. forsteri,N,fungal ,MDT02,0.03
991,18,N. forsteri,N,galling,DT32,0.01
991,18,N. forsteri,N,piercing and sucking,DT46,0.01
992,18,N. forsteri,N,galling,DT32,0.02
992,18,N. forsteri,N,margin feeding,DT12,0.03
992,18,N. forsteri,N,surface feeding,DT29,0.01
993,18,N. forsteri,N,fungal ,MDT02,0.06
993,18,N. forsteri,N,margin feeding,DT12,0.03
994,18,N. forsteri,N,hole feeding,DT02,0.04
994,18,N. forsteri,N,surface feeding,DT29,0.01
995,18,N. forsteri,N,margin feeding,DT12,0.03
995,18,N. forsteri,N,surface feeding,DT29,0.015
995,18,N. forsteri,N,hole feeding,DT01,0.01
996,18,N. forsteri,N,hole feeding,DT01,0.01
996,18,N. forsteri,N,margin feeding,DT12,0.035
996,18,N. forsteri,N,surface feeding,DT29,0.01
997,18,N. forsteri,N,fungal ,MDT02,0.09
997,18,N. forsteri,N,margin feeding,DT12,0.04
997,18,N. forsteri,N,surface feeding,DT29,0.01
998,18,N. forsteri,N,surface feeding,DT29,0.03
998,18,N. forsteri,N,fungal ,MDT02,0.05
999,18,N. forsteri,N,margin feeding,DT12,0.03
999,18,N. forsteri,N,piercing and sucking,DT46,0.01
1000,18,N. forsteri,N,margin feeding,DT12,0.4
1000,18,N. forsteri,N,surface feeding,DT29,0.01
1001,27,H. tiliaceus,N,hole feeding,DT03,0.03
1002,27,H. tiliaceus,N,hole feeding,DT06,0.04
1002,27,H. tiliaceus,N,hole feeding,DT01,0.015
1003,27,H. tiliaceus,N,surface feeding,DT30,0.03
1004,27,H. tiliaceus,N,margin feeding,DT12,0.15
1004,27,H. tiliaceus,N,surface feeding,DT30,0.03
1005,27,H. tiliaceus,N,hole feeding,DT02,0.05
1005,27,H. tiliaceus,N,surface feeding,DT29,0.02
1005,27,H. tiliaceus,N,hole feeding,DT01,0.01
1006,27,H. tiliaceus,N,surface feeding,DT29,0.03
1006,27,H. tiliaceus,N,hole feeding,DT01,0.01
1007,27,H. tiliaceus,N,surface feeding,DT29,0.03
1008,27,H. tiliaceus,N,hole feeding,DT02,0.02
1008,27,H. tiliaceus,N,surface feeding,DT29,0.05
1008,27,H. tiliaceus,N,margin feeding,DT12,0.02
1009,27,H. tiliaceus,N,hole feeding,DT03,0.07
1009,27,H. tiliaceus,N,margin feeding,DT12,0.06
1009,27,H. tiliaceus,N,galling,DT32,0.01
1010,27,H. tiliaceus,N,hole feeding,DT01,0.01
1010,27,H. tiliaceus,N,surface feeding,DT29,0.01
1011,27,H. tiliaceus,N,hole feeding,DT03,0.06
1011,27,H. tiliaceus,N,surface feeding,DT29,0.03
1012,27,H. tiliaceus,N,surface feeding,DT29,0.03
1012,27,H. tiliaceus,N,hole feeding,DT01,0.01
1013,27,H. tiliaceus,N,hole feeding,DT02,0.03
1013,27,H. tiliaceus,N,surface feeding,DT29,0.001
1013,27,H. tiliaceus,N,margin feeding,DT12,0.02
1014,27,H. tiliaceus,N,hole feeding,DT01,0.01
1014,27,H. tiliaceus,N,surface feeding,DT29,0.015
1015,27,H. tiliaceus,N,hole feeding,DT01,0.06
1015,27,H. tiliaceus,N,surface feeding,DT29,0.07
1015,27,H. tiliaceus,N,margin feeding,DT12,0.02
1016,27,H. tiliaceus,N,hole feeding,DT02,0.03
1016,27,H. tiliaceus,N,hole feeding,DT01,0.015
1016,27,H. tiliaceus,N,surface feeding,DT29,0.01
1016,27,H. tiliaceus,N,margin feeding,DT12,0.01
1017,27,H. tiliaceus,N,hole feeding,DT03,0.04
1018,27,H. tiliaceus,N,galling,DT32,0.02
1018,27,H. tiliaceus,N,surface feeding,DT29,0.015
1019,27,H. tiliaceus,N,hole feeding,DT03,0.04
1019,27,H. tiliaceus,N,skeletonization,DT16,0.02
1020,27,H. tiliaceus,N,hole feeding,DT01,0.02
1020,27,H. tiliaceus,N,surface feeding,DT29,0.04
1021,27,H. tiliaceus,N,NA,NA,0
1022,27,H. tiliaceus,N,hole feeding,DT05,0.23
1022,27,H. tiliaceus,N,surface feeding,DT29,0.02
1023,27,H. tiliaceus,N,margin feeding,DT12,0.2
1023,27,H. tiliaceus,N,galling,DT32,0.02
1024,27,H. tiliaceus,N,hole feeding,DT03,0.02
1024,27,H. tiliaceus,N,surface feeding,DT29,0.06
1025,27,H. tiliaceus,N,hole feeding,DT05,0.05
1025,27,H. tiliaceus,N,surface feeding,DT29,0.04
1026,27,H. tiliaceus,N,hole feeding,DT03,0.02
1026,27,H. tiliaceus,N,surface feeding,DT29,0.001
1027,27,H. tiliaceus,N,margin feeding,DT12,0.03
1027,27,H. tiliaceus,N,surface feeding,DT29,0.001
1028,27,H. tiliaceus,N,hole feeding,DT05,0.035
1028,27,H. tiliaceus,N,surface feeding,DT29,0.02
1029,27,H. tiliaceus,N,surface feeding,DT29,0.03
1029,27,H. tiliaceus,N,margin feeding,DT12,0.02
1029,27,H. tiliaceus,N,galling,DT32,0.01
1030,27,H. tiliaceus,N,hole feeding,DT05,0.08
1030,27,H. tiliaceus,N,surface feeding,DT29,0.01
1031,27,H. tiliaceus,N,hole feeding,DT05,0.18
1031,27,H. tiliaceus,N,surface feeding,DT29,0.04
1032,27,H. tiliaceus,N,hole feeding,DT02,0.07
1032,27,H. tiliaceus,N,margin feeding,DT12,0.05
1032,27,H. tiliaceus,N,surface feeding,DT29,0.02
1033,27,H. tiliaceus,N,surface feeding,DT29,0.01
1034,27,H. tiliaceus,N,hole feeding,DT05,0.12
1034,27,H. tiliaceus,N,surface feeding,DT29,0.02
1034,27,H. tiliaceus,N,margin feeding,DT12,0.03
1035,27,H. tiliaceus,N,hole feeding,DT03,0.04
1035,27,H. tiliaceus,N,surface feeding,DT29,0.02
1036,27,H. tiliaceus,N,surface feeding,DT29,0.03
1037,27,H. tiliaceus,N,surface feeding,DT29,0.04
1038,27,H. tiliaceus,N,hole feeding,DT05,0.06
1038,27,H. tiliaceus,N,surface feeding,DT29,0.001
1039,27,H. tiliaceus,N,hole feeding,DT02,0.03
1039,27,H. tiliaceus,N,surface feeding,DT29,0.06
1040,27,H. tiliaceus,N,hole feeding,DT02,0.06
1040,27,H. tiliaceus,N,margin feeding,DT12,0.15
1040,27,H. tiliaceus,N,hole feeding,DT01,0.01
1041,27,H. tiliaceus,N,hole feeding,DT01,0.03
1041,27,H. tiliaceus,N,surface feeding,DT29,0.06
1041,27,H. tiliaceus,N,margin feeding,DT12,0.03
1042,27,H. tiliaceus,N,surface feeding,DT29,0.03
1043,27,H. tiliaceus,N,surface feeding,DT29,0.03
1043,27,H. tiliaceus,N,hole feeding,DT01,0.02
1043,27,H. tiliaceus,N,margin feeding,DT12,0.03
1044,27,H. tiliaceus,N,surface feeding,DT29,0.04
1045,27,H. tiliaceus,N,hole feeding,DT03,0.06
1045,27,H. tiliaceus,N,surface feeding,DT29,0.01
1046,27,H. tiliaceus,N,margin feeding,DT15,0.2
1046,27,H. tiliaceus,N,surface feeding,DT29,0.02
1046,27,H. tiliaceus,N,hole feeding,DT01,0.02
1047,27,H. tiliaceus,N,hole feeding,DT06,0.03
1048,27,H. tiliaceus,N,hole feeding,DT05,0.09
1048,27,H. tiliaceus,N,surface feeding,DT29,0.02
1048,27,H. tiliaceus,N,margin feeding,DT12,0.04
1049,27,H. tiliaceus,N,surface feeding,DT29,0.01
1050,27,H. tiliaceus,N,galling,DT32,0.02
1050,27,H. tiliaceus,N,skeletonization,DT16,0.02
1050,27,H. tiliaceus,N,margin feeding,DT12,0.13
1051,17,S. cumini,I,margin feeding,DT12,0.03
1051,17,S. cumini,I,hole feeding,DT05,0.05
1051,17,S. cumini,I,surface feeding,DT30,0.01
1052,17,S. cumini,I,NA,NA,0
1053,17,S. cumini,I,margin feeding,DT12,0.01
1054,17,S. cumini,I,hole feeding,DT01,0.001
1054,17,S. cumini,I,piercing and sucking,DT46,0.005
1055,17,S. cumini,I,NA,NA,0
1056,17,S. cumini,I,surface feeding,DT29,0.01
1057,17,S. cumini,I,margin feeding,DT13,0.04
1058,17,S. cumini,I,hole feeding,DT01,0.02
1059,17,S. cumini,I,piercing and sucking,DT46,0.01
1059,17,S. cumini,I,margin feeding,DT13,0.04
1060,17,S. cumini,I,NA,NA,0
1061,17,S. cumini,I,surface feeding,DT29,0.01
1062,17,S. cumini,I,margin feeding,DT12,0.06
1063,17,S. cumini,I,NA,NA,0
1064,17,S. cumini,I,NA,NA,0
1065,17,S. cumini,I,galling,DT32,0.01
1065,17,S. cumini,I,margin feeding,DT13,0.06
1066,17,S. cumini,I,surface feeding,DT29,0.01
1067,17,S. cumini,I,NA,NA,0
1068,17,S. cumini,I,surface feeding,DT29,0.01
1069,17,S. cumini,I,hole feeding,DT01,0.01
1070,17,S. cumini,I,hole feeding,DT01,0.01
1071,17,S. cumini,I,NA,NA,0
1072,17,S. cumini,I,hole feeding,DT01,0.01
1072,17,S. cumini,I,galling,DT32,0.01
1073,17,S. cumini,I,margin feeding,DT12,0.06
1074,17,S. cumini,I,hole feeding,DT05,0.03
1075,17,S. cumini,I,hole feeding,DT01,0.01
1076,17,S. cumini,I,hole feeding,DT01,0.01
1077,17,S. cumini,I,NA,NA,0
1078,17,S. cumini,I,NA,NA,0
1079,17,S. cumini,I,NA,NA,0
1080,17,S. cumini,I,margin feeding,DT13,0.04
1080,17,S. cumini,I,galling,DT32,0.02
1081,17,S. cumini,I,hole feeding,DT02,0.03
1082,17,S. cumini,I,NA,NA,0
1083,17,S. cumini,I,NA,NA,0
1084,17,S. cumini,I,margin feeding,DT15,0.03
1085,17,S. cumini,I,hole feeding,DT02,0.02
1085,17,S. cumini,I,surface feeding,DT29,0.01
1086,17,S. cumini,I,margin feeding,DT12,0.03
1087,17,S. cumini,I,margin feeding,DT13,0.2
1088,17,S. cumini,I,margin feeding,DT12,0.03
1089,17,S. cumini,I,margin feeding,DT15,0.04
1090,17,S. cumini,I,margin feeding,DT12,0.21
1091,17,S. cumini,I,surface feeding,DT30,0.01
1092,17,S. cumini,I,fungal ,DT58,0.15
1093,17,S. cumini,I,NA,NA,0
1094,17,S. cumini,I,NA,NA,0
1095,17,S. cumini,I,margin feeding,DT12,0.01
1096,17,S. cumini,I,margin feeding,DT12,0.03
1096,17,S. cumini,I,surface feeding,DT29,0.01
1097,17,S. cumini,I,margin feeding,DT13,0.06
1098,17,S. cumini,I,margin feeding,DT12,0.1
1098,17,S. cumini,I,hole feeding,DT01,0.01
1099,17,S. cumini,I,hole feeding,DT03,0.01
1100,17,S. cumini,I,margin feeding,DT13,0.04
1101,25,S. campanulata,I,margin feeding,DT12,0.07
1101,25,S. campanulata,I,surface feeding,DT29,0.01
1102,25,S. campanulata,I,surface feeding,DT29,0.01
